# Registry dump
# Registry: minecraft:item
# Minecraft: 1.21.1
# Entries: 14351
# Generated: 2026-06-14T13:45:01.2298569+08:00

amendments:dragon_charge raw_id=8533 class=net.mehvahdjukaar.amendments.common.item.DragonChargeItem
ultramarine:woodworking_workbench raw_id=14289 class=net.minecraft.world.item.BlockItem
ultramarine:xiaolongbao raw_id=14070 class=net.minecraft.world.item.BlockItem
ultramarine:xuan_paper raw_id=14272 class=net.minecraft.world.item.Item
ultramarine:xumi_stone_monolith raw_id=13990 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_and_green_carved_wood raw_id=13789 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_and_green_fangxin_edge raw_id=13824 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_carved_fangxin_edge_pattern raw_id=13945 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_carved_fangxin_pattern raw_id=13946 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_carved_pattern raw_id=13943 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_carved_zhaotou_pattern raw_id=13949 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_cushion raw_id=14093 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_dye_powder raw_id=14245 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:yellow_green_blue_carved_wood raw_id=13790 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_green_glazed_top_layer_eaves raw_id=13921 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_main_roof_ridge_connection raw_id=13742 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_main_roof_ridge_panel raw_id=13745 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_main_roof_ridge_plate raw_id=13746 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_main_roof_ridge_slab raw_id=13744 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_main_roof_ridge_stairs raw_id=13747 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_roof_ridge_connection raw_id=13741 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_roof_ridge_lower raw_id=13740 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_roof_ridge_upper raw_id=13739 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_roof_ridge_upper_slab raw_id=13743 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_roof_tile raw_id=14196 class=net.minecraft.world.item.Item
ultramarine:yellow_roof_tile_edge raw_id=13717 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_roof_tile_stairs raw_id=13716 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_roof_tiles raw_id=13715 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_sky_lantern raw_id=14161 class=net.minecraft.world.item.BlockItem
ultramarine:yellow_su_style_caihua raw_id=13959 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_green_nianyuzhuang_fangxin raw_id=13851 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_green_nianyuzhuang_fangxin_edge raw_id=13852 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_green_wuchaizhuang_fangxin raw_id=13855 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_green_wuchaizhuang_fangxin_edge raw_id=13856 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_nianyuzhuang_fangxin raw_id=13847 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_nianyuzhuang_fangxin_edge raw_id=13848 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_nianyuzhuang_gutou raw_id=13877 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_nianyuzhuang_zhaotou raw_id=13871 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_nianyuzhuang_zhaotou_connection raw_id=13872 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_patterned_nianyuzhuang_fangxin raw_id=13849 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_patterned_nianyuzhuang_fangxin_edge raw_id=13850 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_patterned_wuchaizhuang_fangxin raw_id=13853 class=net.minecraft.world.item.BlockItem
ultramarine:yuan_patterned_wuchaizhuang_fangxin_edge raw_id=13854 class=net.minecraft.world.item.BlockItem
ultramarine:zhaotou_template raw_id=14262 class=com.voxelutopia.ultramarine.world.item.ChiselTemplate
vintagedelight:apple_sauce_bottle raw_id=3717 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:apple_sauce_jar raw_id=3789 class=net.minecraft.world.item.BlockItem
vintagedelight:apple_sauce_mason_jar raw_id=3715 class=net.ribs.vintagedelight.item.AppleSauceItem
vintagedelight:century_egg raw_id=3705 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:cheese_burger raw_id=3738 class=net.minecraft.world.item.Item
vintagedelight:cheese_curds raw_id=3733 class=net.minecraft.world.item.Item
vintagedelight:cheese_mold raw_id=3776 class=net.minecraft.world.item.BlockItem
vintagedelight:cheese_pasta raw_id=3740 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:cheese_pizza raw_id=3750 class=net.minecraft.world.item.BlockItem
vintagedelight:cheese_pizza_slice raw_id=3748 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:cheese_slice raw_id=3735 class=net.minecraft.world.item.Item
vintagedelight:cheese_wheel raw_id=3734 class=net.minecraft.world.item.BlockItem
vintagedelight:chocolate_nut_granola_bar raw_id=3710 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:cucumber raw_id=3696 class=net.minecraft.world.item.Item
vintagedelight:cucumber_crate raw_id=3773 class=net.minecraft.world.item.BlockItem
vintagedelight:cucumber_dough raw_id=3697 class=net.minecraft.world.item.Item
vintagedelight:cucumber_noodles raw_id=3698 class=net.minecraft.world.item.Item
vintagedelight:cucumber_salad raw_id=3743 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:cucumber_seeds raw_id=3699 class=net.minecraft.world.item.ItemNameBlockItem
vintagedelight:deluxe_burger raw_id=3739 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:deluxe_granola_bar raw_id=3712 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:empty_mason_jar raw_id=3783 class=net.minecraft.world.item.BlockItem
vintagedelight:evaporator raw_id=3800 class=net.minecraft.world.item.BlockItem
vintagedelight:fermenting_jar raw_id=3777 class=net.minecraft.world.item.BlockItem
vintagedelight:fruity_granola_bar raw_id=3711 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:gearo_berry raw_id=3689 class=net.minecraft.world.item.ItemNameBlockItem
vintagedelight:gearo_berry_bag raw_id=3771 class=net.minecraft.world.item.BlockItem
vintagedelight:gearo_berry_jam_bottle raw_id=3723 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:gearo_berry_jam_jar raw_id=3786 class=net.minecraft.world.item.BlockItem
vintagedelight:gearo_berry_mason_jar raw_id=3722 class=net.ribs.vintagedelight.item.GearoBerryJamItem
vintagedelight:ghost_charcoal raw_id=3769 class=net.ribs.vintagedelight.item.FuelItem
vintagedelight:ghost_pepper raw_id=3693 class=net.minecraft.world.item.ItemNameBlockItem
vintagedelight:ghost_pepper_crate raw_id=3774 class=net.minecraft.world.item.BlockItem
vintagedelight:ghost_pepper_seeds raw_id=3694 class=net.minecraft.world.item.ItemNameBlockItem
vintagedelight:ghostly_chili raw_id=3741 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:glow_berry_jam_bottle raw_id=3721 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:glow_berry_jam_jar raw_id=3788 class=net.minecraft.world.item.BlockItem
vintagedelight:glow_berry_mason_jar raw_id=3720 class=net.ribs.vintagedelight.item.GlowBerryJamItem
vintagedelight:golden_egg raw_id=3799 class=net.minecraft.world.item.BlockItem
vintagedelight:honey_jar raw_id=3792 class=net.minecraft.world.item.BlockItem
vintagedelight:honey_mason_jar raw_id=3716 class=net.ribs.vintagedelight.item.HoneyItem
vintagedelight:honey_roasted_peanut raw_id=3692 class=net.minecraft.world.item.Item
vintagedelight:kimchi raw_id=3701 class=net.minecraft.world.item.Item
vintagedelight:lush_grass_block raw_id=3782 class=net.minecraft.world.item.BlockItem
vintagedelight:magic_peanut raw_id=3797 class=net.minecraft.world.item.BlockItem
vintagedelight:magic_vine raw_id=3793 class=net.minecraft.world.item.BlockItem
vintagedelight:magic_vine_block raw_id=3795 class=net.minecraft.world.item.BlockItem
vintagedelight:mason_jar raw_id=3683 class=net.ribs.vintagedelight.item.MasonJarItem
vintagedelight:meat_pizza raw_id=3751 class=net.minecraft.world.item.BlockItem
vintagedelight:meat_pizza_slice raw_id=3749 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:mixed_salt_brick_slab raw_id=3814 class=net.minecraft.world.item.BlockItem
vintagedelight:mixed_salt_brick_stairs raw_id=3813 class=net.minecraft.world.item.BlockItem
vintagedelight:mixed_salt_brick_wall raw_id=3815 class=net.minecraft.world.item.BlockItem
vintagedelight:mixed_salt_bricks raw_id=3812 class=net.minecraft.world.item.BlockItem
vintagedelight:nut_mash_bottle raw_id=3727 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:nut_mash_jar raw_id=3790 class=net.minecraft.world.item.BlockItem
vintagedelight:nut_mash_mason_jar raw_id=3726 class=net.ribs.vintagedelight.item.NutMashItem
vintagedelight:nut_milk_bottle raw_id=3728 class=vectorwing.farmersdelight.common.item.MilkBottleItem
vintagedelight:oat raw_id=3685 class=net.minecraft.world.item.Item
vintagedelight:oat_bag raw_id=3770 class=net.minecraft.world.item.BlockItem
vintagedelight:oat_bale raw_id=3775 class=net.minecraft.world.item.BlockItem
vintagedelight:oat_dough raw_id=3687 class=net.minecraft.world.item.Item
vintagedelight:oat_seeds raw_id=3686 class=net.minecraft.world.item.ItemNameBlockItem
vintagedelight:oatmeal raw_id=3708 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:oatmeal_cookie raw_id=3709 class=net.minecraft.world.item.Item
vintagedelight:organic_mash raw_id=3732 class=net.ribs.vintagedelight.item.OrganicMashItem
vintagedelight:overnight_oats raw_id=3707 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pad_thai raw_id=3742 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pb_j raw_id=3737 class=net.minecraft.world.item.Item
vintagedelight:peanut raw_id=3690 class=net.minecraft.world.item.ItemNameBlockItem
vintagedelight:peanut_crate raw_id=3772 class=net.minecraft.world.item.BlockItem
vintagedelight:pepper_jam_bottle raw_id=3725 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pepper_jam_jar raw_id=3785 class=net.minecraft.world.item.BlockItem
vintagedelight:pepper_jam_mason_jar raw_id=3724 class=net.ribs.vintagedelight.item.PepperJamItem
vintagedelight:pickle raw_id=3700 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pickle_soup raw_id=3736 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pickled_beetroot raw_id=3706 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pickled_egg raw_id=3704 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pickled_onion raw_id=3702 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pickled_pepper raw_id=3695 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:pickled_pitcher_pod raw_id=3703 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:raw_oats raw_id=3688 class=net.minecraft.world.item.Item
vintagedelight:relish_bottle raw_id=3714 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:relish_jar raw_id=3791 class=net.minecraft.world.item.BlockItem
vintagedelight:relish_mason_jar raw_id=3713 class=net.ribs.vintagedelight.item.RelishItem
vintagedelight:roasted_peanut raw_id=3691 class=net.minecraft.world.item.Item
vintagedelight:salt raw_id=3801 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_block raw_id=3802 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_brick_slab raw_id=3810 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_brick_stairs raw_id=3809 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_brick_wall raw_id=3811 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_bricks raw_id=3808 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_bucket raw_id=3684 class=net.minecraft.world.item.Item
vintagedelight:salt_dust raw_id=3729 class=net.ribs.vintagedelight.item.SaltDustItem
vintagedelight:salt_lamp_black raw_id=3753 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_blue raw_id=3754 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_brown raw_id=3755 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_cyan raw_id=3756 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_default raw_id=3752 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_gray raw_id=3757 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_green raw_id=3758 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_light_blue raw_id=3759 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_light_gray raw_id=3760 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_lime raw_id=3761 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_magenta raw_id=3762 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_orange raw_id=3763 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_pink raw_id=3764 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_purple raw_id=3765 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_red raw_id=3766 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_white raw_id=3767 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_lamp_yellow raw_id=3768 class=net.minecraft.world.item.BlockItem
vintagedelight:salt_pillar raw_id=3807 class=net.minecraft.world.item.BlockItem
vintagedelight:salted_cod raw_id=3744 class=net.minecraft.world.item.Item
vintagedelight:salted_salmon raw_id=3745 class=net.minecraft.world.item.Item
vintagedelight:smooth_salt_block raw_id=3803 class=net.minecraft.world.item.BlockItem
vintagedelight:stripped_magic_vine raw_id=3794 class=net.minecraft.world.item.BlockItem
vintagedelight:stripped_magic_vine_block raw_id=3796 class=net.minecraft.world.item.BlockItem
vintagedelight:stuffed_burrito raw_id=3747 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:surstromming raw_id=3746 class=net.minecraft.world.item.Item
vintagedelight:sweet_berry_jam_bottle raw_id=3719 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:sweet_berry_jam_jar raw_id=3787 class=net.minecraft.world.item.BlockItem
vintagedelight:sweet_berry_mason_jar raw_id=3718 class=net.ribs.vintagedelight.item.SweetBerryJamItem
vintagedelight:vine_net raw_id=3798 class=net.minecraft.world.item.BlockItem
vintagedelight:vine_tile raw_id=3804 class=net.minecraft.world.item.BlockItem
vintagedelight:vine_tile_slab raw_id=3806 class=net.minecraft.world.item.BlockItem
vintagedelight:vine_tile_stairs raw_id=3805 class=net.minecraft.world.item.BlockItem
vintagedelight:vinegar_bottle raw_id=3731 class=vectorwing.farmersdelight.common.item.ConsumableItem
vintagedelight:vinegar_jar raw_id=3784 class=net.minecraft.world.item.BlockItem
vintagedelight:vinegar_mason_jar raw_id=3730 class=net.ribs.vintagedelight.item.VinegarItem
vintagedelight:wild_cucumbers raw_id=3780 class=net.minecraft.world.item.BlockItem
vintagedelight:wild_ghost_peppers raw_id=3779 class=net.minecraft.world.item.BlockItem
vintagedelight:wild_oats raw_id=3781 class=net.minecraft.world.item.BlockItem
vintagedelight:wild_peanuts raw_id=3778 class=net.minecraft.world.item.BlockItem
waterframes:big_tv raw_id=10414 class=net.minecraft.world.item.BlockItem
waterframes:frame raw_id=10411 class=net.minecraft.world.item.BlockItem
waterframes:projector raw_id=10412 class=net.minecraft.world.item.BlockItem
waterframes:remote raw_id=10410 class=me.srrapero720.waterframes.common.item.RemoteControl
waterframes:tv raw_id=10413 class=net.minecraft.world.item.BlockItem
waterframes:tv_box raw_id=10415 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_dining_chair raw_id=4838 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_dining_table raw_id=4837 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_handrail raw_id=4836 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_slab_with_bamboo raw_id=5147 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_slab_with_bamboo_mosaic raw_id=5150 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_slab_with_birch raw_id=5042 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_slab_with_cherry raw_id=5144 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_slab_with_crimson raw_id=5135 class=net.minecraft.world.item.BlockItem
youkaishomecoming:acacia_slab_with_dark_oak raw_id=5114 class=net.minecraft.world.item.BlockItem
