# Registry dump
# Registry: minecraft:block
# Minecraft: 1.21.1
# Entries: 10760
# Generated: 2026-06-14T13:47:24.1922436+08:00

amendments:carpet_slab raw_id=6642 class=net.mehvahdjukaar.amendments.common.block.CarpetSlabBlock
youkaishomecoming:hay_vertical_slab raw_id=4113 class=dev.xkmc.youkaishomecoming.content.block.variants.HayVerticalSlabBlock
youkaishomecoming:heart_throbbing_surprise raw_id=5068 class=dev.xkmc.youkaishomecoming.content.block.food.SurpriseFeastBlock
youkaishomecoming:higan_soup raw_id=5046 class=dev.xkmc.youkaishomecoming.content.block.food.BowlBlock
youkaishomecoming:ice_brick_slab raw_id=4972 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:ice_brick_stairs raw_id=4971 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:ice_brick_vertical_slab raw_id=4973 class=dev.xkmc.youkaishomecoming.content.block.deco.VerticalSlabBlock
youkaishomecoming:ice_bricks raw_id=4970 class=net.minecraft.world.level.block.Block
youkaishomecoming:imitation_bear_paw raw_id=5074 class=dev.xkmc.youkaishomecoming.content.block.food.FoodSaucerBlock
youkaishomecoming:jungle_dining_chair raw_id=4036 class=dev.xkmc.youkaishomecoming.content.block.furniture.WoodChairBlock
youkaishomecoming:jungle_dining_table raw_id=4035 class=dev.xkmc.youkaishomecoming.content.block.furniture.WoodTableBlock
youkaishomecoming:jungle_handrail raw_id=4034 class=dev.xkmc.youkaishomecoming.content.block.variants.MultiFenceBlock
youkaishomecoming:jungle_slab_with_mangrove raw_id=4306 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:jungle_slab_with_oak raw_id=4210 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:jungle_slab_with_spruce raw_id=4267 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:jungle_slab_with_warped raw_id=4303 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:jungle_stairs_with_acacia raw_id=4299 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_bamboo raw_id=4314 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_bamboo_mosaic raw_id=4317 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_birch raw_id=4242 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_cherry raw_id=4311 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_crimson raw_id=4302 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_dark_oak raw_id=4296 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_mangrove raw_id=4307 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_oak raw_id=4211 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_spruce raw_id=4268 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_stairs_with_warped raw_id=4304 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:jungle_vertical_slab raw_id=4121 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:kaguya_hime raw_id=5056 class=dev.xkmc.youkaishomecoming.content.block.food.BowlBlock
youkaishomecoming:kettle raw_id=4004 class=dev.xkmc.youkaishomecoming.content.pot.kettle.KettleBlock
youkaishomecoming:light_blue_concrete_slab raw_id=4166 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:light_blue_concrete_slab_with_light_gray_concrete raw_id=4738 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_lime_concrete raw_id=4729 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_magenta_concrete raw_id=4687 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_orange_concrete raw_id=4648 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_pink_concrete raw_id=4732 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_purple_concrete raw_id=4744 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_red_concrete raw_id=4756 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_white_concrete raw_id=4606 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_slab_with_yellow_concrete raw_id=4726 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_blue_concrete_stairs raw_id=4165 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:light_blue_concrete_stairs_with_black_concrete raw_id=4761 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_blue_concrete raw_id=4749 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_brown_concrete raw_id=4752 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_cyan_concrete raw_id=4743 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_gray_concrete raw_id=4737 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_green_concrete raw_id=4755 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_light_gray_concrete raw_id=4739 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_lime_concrete raw_id=4730 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_magenta_concrete raw_id=4688 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_orange_concrete raw_id=4649 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_pink_concrete raw_id=4733 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_purple_concrete raw_id=4745 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_red_concrete raw_id=4757 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_white_concrete raw_id=4607 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_stairs_with_yellow_concrete raw_id=4727 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_blue_concrete_vertical_slab raw_id=4167 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:light_gray_concrete_slab raw_id=4181 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:light_gray_concrete_slab_with_lime_concrete raw_id=4801 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_slab_with_magenta_concrete raw_id=4702 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_slab_with_orange_concrete raw_id=4663 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_slab_with_pink_concrete raw_id=4828 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_slab_with_purple_concrete raw_id=4879 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_slab_with_red_concrete raw_id=4891 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_slab_with_white_concrete raw_id=4621 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_slab_with_yellow_concrete raw_id=4771 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_gray_concrete_stairs raw_id=4180 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:light_gray_concrete_stairs_with_black_concrete raw_id=4896 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_blue_concrete raw_id=4884 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_brown_concrete raw_id=4887 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_cyan_concrete raw_id=4878 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_gray_concrete raw_id=4854 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_green_concrete raw_id=4890 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_light_blue_concrete raw_id=4740 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_lime_concrete raw_id=4802 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_magenta_concrete raw_id=4703 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_orange_concrete raw_id=4664 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_pink_concrete raw_id=4829 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_purple_concrete raw_id=4880 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_red_concrete raw_id=4892 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_white_concrete raw_id=4622 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_stairs_with_yellow_concrete raw_id=4772 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_gray_concrete_vertical_slab raw_id=4182 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:light_yellow_cross_framed_sikkui raw_id=4082 class=net.minecraft.world.level.block.Block
youkaishomecoming:light_yellow_cross_framed_sikkui_slab raw_id=4085 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_slab_with_light_yellow_sikkui raw_id=4435 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_slab_with_nether_brick raw_id=4498 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_slab_with_red_nether_brick raw_id=4501 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_slab_with_sikkui raw_id=4411 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs raw_id=4084 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_brick raw_id=4497 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_brown_cross_framed_sikkui raw_id=4494 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_brown_sikkui raw_id=4458 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_cross_framed_sikkui raw_id=4476 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_deepslate_tiles raw_id=4506 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_light_yellow_sikkui raw_id=4436 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_nether_brick raw_id=4499 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_red_nether_brick raw_id=4502 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_stairs_with_sikkui raw_id=4412 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_trap_door raw_id=4083 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:light_yellow_cross_framed_sikkui_vertical_slab raw_id=4086 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:light_yellow_fine_grid_framed_shoji raw_id=4091 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinDoorBlock
youkaishomecoming:light_yellow_fine_grid_framed_sikkui raw_id=4089 class=net.minecraft.world.level.block.Block
youkaishomecoming:light_yellow_fine_grid_framed_sikkui_trap_door raw_id=4090 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:light_yellow_framed_sikkui raw_id=4080 class=net.minecraft.world.level.block.Block
youkaishomecoming:light_yellow_framed_sikkui_trap_door raw_id=4081 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:light_yellow_grid_framed_sikkui raw_id=4087 class=net.minecraft.world.level.block.Block
youkaishomecoming:light_yellow_grid_framed_sikkui_trap_door raw_id=4088 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:light_yellow_sikkui raw_id=4075 class=net.minecraft.world.level.block.Block
youkaishomecoming:light_yellow_sikkui_slab raw_id=4078 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:light_yellow_sikkui_slab_with_nether_brick raw_id=4444 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_yellow_sikkui_slab_with_red_nether_brick raw_id=4447 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_yellow_sikkui_slab_with_sikkui raw_id=4402 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:light_yellow_sikkui_stairs raw_id=4077 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_brick raw_id=4443 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_brown_cross_framed_sikkui raw_id=4440 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_brown_sikkui raw_id=4431 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_cross_framed_sikkui raw_id=4434 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_deepslate_tiles raw_id=4452 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_light_yellow_cross_framed_sikkui raw_id=4437 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_nether_brick raw_id=4445 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_red_nether_brick raw_id=4448 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_stairs_with_sikkui raw_id=4403 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:light_yellow_sikkui_trap_door raw_id=4076 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:light_yellow_sikkui_vertical_slab raw_id=4079 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:lime_concrete_slab raw_id=4172 class=net.minecraft.world.level.block.SlabBlock
